CodiMesa,VNULS,Vots nuls,VBLANCS,Vots en blanc,VCS,Vots,VJXC,Vots.1,VERC,Vots.2,VPSC,Vots.3,VCOM,Vots.4,VCUP,Vots.5,VPPC,Vots.6,VPACMA,Vots.7,VRECORTES,Vots.8,VPUMJUST,Vots.9,VDIALEG,Vots.10
0801908111U,0.0,3,0.0,4,0.0,242,0.0,21,0.0,47,0.0,168,0.0,65,0.0,12,0.0,51,0.0,10,0.0,5,0.0,0,0.0,0
0801908114U,0.0,6,0.0,1,0.0,339,0.0,43,0.0,91,0.0,206,0.0,70,0.0,11,0.0,59,0.0,9,0.0,5,0.0,0,0.0,0
0801909001A,0.0,0,0.0,0,0.0,167,0.0,31,0.0,65,0.0,101,0.0,45,0.0,13,0.0,22,0.0,9,0.0,1,0.0,0,0.0,0
0801909017U,0.0,3,0.0,5,0.0,111,0.0,233,0.0,254,0.0,91,0.0,75,0.0,61,0.0,20,0.0,7,0.0,4,0.0,0,0.0,0
0801909022U,0.0,3,0.0,5,0.0,111,0.0,233,0.0,254,0.0,91,0.0,75,0.0,61,0.0,20,0.0,7,0.0,4,0.0,0,0.0,0
0801909023U,0.0,3,0.0,2,0.0,126,0.0,135,0.0,257,0.0,87,0.0,107,0.0,75,0.0,23,0.0,8,0.0,1,0.0,0,0.0,0
0801909026A,0.0,0,0.0,2,0.0,142,0.0,83,0.0,161,0.0,84,0.0,37,0.0,32,0.0,26,0.0,5,0.0,1,0.0,0,0.0,0
0801909037U,0.0,1,0.0,5,0.0,280,0.0,86,0.0,161,0.0,152,0.0,79,0.0,35,0.0,48,0.0,10,0.0,3,0.0,0,0.0,0
0801909051U,0.0,3,0.0,1,0.0,144,0.0,157,0.0,196,0.0,114,0.0,77,0.0,52,0.0,37,0.0,7,0.0,2,0.0,0,0.0,0
0801909055B,1.0,0,1.0,1,120.0,120,111.0,111,128.0,128,49.0,49,58.0,58,14.0,14,11.0,11,6.0,6,2.0,2,1.0,0,0.0,0
0801909056U,0.0,6,0.0,1,0.0,214,0.0,86,0.0,166,0.0,155,0.0,72,0.0,25,0.0,77,0.0,6,0.0,1,0.0,0,0.0,0
0801909057U,0.0,0,0.0,3,0.0,218,0.0,160,0.0,221,0.0,128,0.0,97,0.0,44,0.0,40,0.0,6,0.0,1,0.0,0,0.0,0
0801909058U,0.0,2,0.0,6,0.0,194,0.0,157,0.0,206,0.0,109,0.0,103,0.0,54,0.0,36,0.0,8,0.0,1,0.0,0,0.0,0
0801909060U,2.0,2,5.0,5,254.0,254,94.0,94,194.0,194,138.0,138,90.0,90,44.0,44,57.0,57,0.0,13,0.0,1,0.0,0,0.0,0
0801909061A,1.0,0,1.0,2,133.0,133,71.0,75,135.0,135,91.0,91,63.0,63,26.0,26,22.0,22,4.0,4,1.0,1,0.0,0,0.0,0
0801909061B,0.0,1,0.0,1,128.0,128,71.0,71,108.0,108,86.0,86,53.0,53,22.0,22,19.0,19,5.0,5,0.0,0,0.0,0,0.0,0
0801909062U,0.0,0,0.0,1,0.0,157,0.0,90,0.0,177,0.0,99,0.0,75,0.0,26,0.0,39,0.0,7,0.0,1,0.0,0,0.0,0
0801909068A,0.0,0,0.0,2,0.0,139,0.0,93,0.0,114,0.0,91,0.0,52,0.0,16,0.0,32,0.0,3,0.0,1,0.0,0,0.0,0
0801909068B,0.0,1,0.0,2,0.0,134,0.0,87,0.0,123,0.0,74,0.0,52,0.0,23,0.0,27,0.0,2,0.0,1,0.0,0,0.0,0
0801909069U,0.0,1,0.0,4,0.0,154,0.0,85,0.0,158,0.0,70,0.0,44,0.0,23,0.0,43,0.0,0,0.0,3,0.0,0,0.0,0
0801909070A,0.0,4,0.0,2,0.0,140,0.0,35,0.0,74,0.0,93,0.0,56,0.0,25,0.0,34,0.0,9,0.0,2,0.0,0,0.0,0
0801909070B,0.0,0,0.0,2,0.0,133,0.0,49,0.0,97,0.0,101,0.0,55,0.0,21,0.0,37,0.0,9,0.0,1,0.0,0,0.0,0
0801909071A,0.0,0,1.0,1,159.0,159,78.0,98,116.0,116,86.0,86,54.0,54,24.0,24,46.0,46,1.0,1,0.0,0,0.0,0,0.0,0
0801909072U,0.0,1,0.0,3,0.0,218,0.0,93,0.0,135,0.0,144,0.0,69,0.0,25,0.0,67,0.0,7,0.0,4,0.0,0,0.0,0
0801909073A,4.0,4,2.0,2,175.0,175,34.0,54,86.0,86,97.0,97,61.0,61,21.0,21,34.0,34,1.0,1,2.0,2,0.0,0,0.0,0
0801909074A,1.0,1,1.0,1,81.0,81,97.0,97,158.0,158,96.0,96,51.0,51,18.0,18,21.0,21,6.0,6,0.0,0,1.0,0,0.0,0
0801909080U,0.0,1,0.0,2,0.0,159,0.0,178,0.0,201,0.0,119,0.0,88,0.0,54,0.0,37,0.0,5,0.0,4,0.0,0,0.0,0
0801909085A,3.0,3,2.0,2,119.0,119,105.0,105,129.0,129,100.0,72,49.0,49,28.0,28,23.0,23,4.0,4,2.0,2,0.0,0,0.0,0
0801909088B,0.0,4,0.0,0,0.0,134,0.0,97,0.0,174,0.0,66,0.0,61,0.0,22,0.0,21,0.0,7,0.0,0,0.0,0,0.0,0
0801910001A,1.0,2,0.0,3,103.0,103,95.0,95,109.0,109,36.0,36,31.0,31,24.0,24,15.0,15,2.0,2,1.0,1,0.0,0,0.0,0
0801910003B,0.0,4,0.0,0,0.0,83,0.0,86,0.0,136,0.0,58,0.0,34,0.0,29,0.0,20,0.0,6,0.0,1,0.0,0,0.0,0
0801910006A,0.0,0,5.0,5,108.0,108,110.0,110,129.0,129,73.0,73,58.0,58,108.0,33,31.0,31,5.0,5,1.0,1,0.0,0,0.0,0
0801910006B,0.0,3,0.0,1,0.0,102,0.0,128,0.0,135,0.0,65,0.0,42,0.0,26,0.0,20,0.0,2,0.0,1,0.0,0,0.0,0
0801910009A,0.0,0,0.0,0,88.0,88,109.0,109,122.0,122,73.0,73,45.0,45,0.0,21,25.0,25,2.0,2,1.0,1,0.0,0,0.0,0
0801910012A,3.0,3,0.0,1,111.0,111,126.0,126,165.0,165,63.0,68,53.0,53,30.0,30,33.0,33,3.0,3,0.0,0,0.0,0,0.0,0
0801910012B,2.0,2,2.0,2,94.0,94,128.0,128,114.0,114,76.0,76,55.0,55,31.0,31,15.0,15,4.0,4,2.0,2,2.0,0,0.0,0
0801910013U,2.0,2,4.0,4,134.0,134,227.0,171,227.0,227,91.0,91,72.0,72,62.0,62,20.0,20,10.0,10,4.0,4,0.0,0,0.0,0
0801910017A,4.0,3,5.0,5,103.0,103,119.0,119,138.0,138,81.0,81,34.0,34,36.0,36,23.0,23,6.0,6,1.0,1,0.0,0,0.0,0
0801910020U,4.0,0,4.0,0,177.0,0,152.0,0,232.0,0,134.0,0,78.0,0,49.0,0,58.0,0,3.0,0,4.0,0,0.0,0,0.0,0
0801910021U,0.0,4,0.0,4,0.0,179,0.0,149,0.0,166,0.0,123,0.0,80,0.0,42,0.0,28,0.0,3,0.0,2,0.0,0,0.0,0
0801910022U,0.0,0,0.0,1,0.0,141,0.0,168,0.0,244,0.0,80,0.0,72,0.0,58,0.0,28,0.0,6,0.0,4,0.0,0,0.0,0
0801910023U,0.0,5,0.0,4,0.0,146,0.0,203,0.0,218,0.0,98,0.0,68,0.0,61,0.0,45,0.0,6,0.0,0,0.0,0,0.0,0
0801910025U,0.0,1,0.0,3,0.0,148,0.0,172,0.0,225,0.0,95,0.0,54,0.0,41,0.0,38,0.0,2,0.0,0,0.0,0,0.0,0
0801910034B,2.0,2,3.0,3,164.0,164,54.0,55,101.0,101,94.0,94,39.0,39,24.0,24,39.0,39,7.0,7,1.0,1,0.0,0,0.0,0
0801910036U,0.0,2,0.0,6,0.0,178,0.0,143,0.0,206,0.0,124,0.0,112,0.0,64,0.0,30,0.0,2,0.0,2,0.0,0,0.0,0
0801910038U,0.0,3,0.0,5,0.0,170,0.0,167,0.0,231,0.0,132,0.0,95,0.0,84,0.0,34,0.0,4,0.0,3,0.0,0,0.0,0
0801910039U,0.0,2,0.0,3,0.0,177,0.0,159,0.0,259,0.0,113,0.0,115,0.0,59,0.0,18,0.0,7,0.0,5,0.0,0,0.0,0
0801910040A,0.0,4,0.0,2,0.0,121,0.0,97,0.0,125,0.0,79,0.0,55,0.0,35,0.0,34,0.0,5,0.0,1,0.0,0,0.0,0
0801910040B,0.0,3,0.0,3,0.0,106,0.0,86,0.0,106,0.0,58,0.0,51,0.0,30,0.0,17,0.0,3,0.0,0,0.0,0,0.0,0
0801910041U,0.0,2,0.0,0,0.0,177,0.0,190,0.0,226,0.0,117,0.0,91,0.0,46,0.0,45,0.0,8,0.0,1,0.0,0,0.0,0
0801910043U,9.0,12,5.0,5,153.0,152,857.0,159,185.0,185,112.0,112,123.0,123,69.0,69,27.0,27,12.0,12,1.0,1,0.0,0,0.0,0
0801910044U,7.0,7,3.0,3,217.0,216,165.0,165,217.0,217,114.0,114,75.0,75,51.0,51,48.0,48,8.0,8,2.0,2,0.0,0,0.0,0
0801910045U,0.0,4,0.0,3,0.0,179,0.0,141,0.0,215,0.0,99,0.0,88,0.0,35,0.0,30,0.0,6,0.0,1,0.0,0,0.0,0
0801910046U,0.0,4,0.0,2,0.0,200,0.0,115,0.0,163,0.0,115,0.0,57,0.0,45,0.0,48,0.0,6,0.0,4,0.0,0,0.0,0
0801910047B,0.0,4,0.0,2,0.0,104,0.0,104,0.0,123,0.0,74,0.0,54,0.0,34,0.0,19,0.0,6,0.0,0,0.0,0,0.0,0
0801910048U,0.0,1,0.0,4,0.0,227,0.0,137,0.0,183,0.0,151,0.0,79,0.0,60,0.0,58,0.0,11,0.0,5,0.0,0,0.0,0
0801910050B,0.0,2,0.0,1,0.0,108,0.0,86,0.0,115,0.0,71,0.0,51,0.0,20,0.0,26,0.0,6,0.0,1,0.0,0,0.0,0
0801910052A,0.0,2,0.0,3,0.0,139,0.0,165,0.0,149,0.0,91,0.0,74,0.0,61,0.0,12,0.0,2,0.0,0,0.0,0,0.0,0
0801910052B,0.0,0,0.0,5,0.0,121,0.0,136,0.0,150,0.0,105,0.0,58,0.0,52,0.0,13,0.0,5,0.0,1,0.0,0,0.0,0
0801910060U,0.0,2,0.0,2,0.0,116,0.0,149,0.0,247,0.0,78,0.0,95,0.0,87,0.0,15,0.0,10,0.0,1,0.0,0,0.0,0
0801910065U,0.0,0,0.0,6,0.0,142,0.0,202,0.0,246,0.0,109,0.0,104,0.0,81,0.0,21,0.0,9,0.0,3,0.0,0,0.0,0
0801910067B,0.0,0,0.0,3,0.0,85,0.0,112,0.0,130,0.0,61,0.0,40,0.0,21,0.0,11,0.0,1,0.0,0,0.0,0,0.0,0
0801910068U,0.0,3,0.0,2,0.0,189,0.0,176,0.0,264,0.0,125,0.0,96,0.0,52,0.0,22,0.0,4,0.0,1,0.0,0,0.0,0
0801910069A,0.0,5,0.0,5,0.0,121,0.0,106,0.0,180,0.0,94,0.0,67,0.0,46,0.0,11,0.0,1,0.0,2,0.0,0,0.0,0
0801910069B,0.0,0,0.0,4,0.0,123,0.0,109,0.0,181,0.0,94,0.0,60,0.0,38,0.0,17,0.0,5,0.0,0,0.0,0,0.0,0
0801910074U,0.0,7,0.0,2,0.0,148,0.0,173,0.0,256,0.0,116,0.0,101,0.0,65,0.0,25,0.0,10,0.0,1,0.0,0,0.0,0
0801910077B,2.0,2,1.0,1,107.0,107,95.0,95,126.0,126,72.0,72,53.0,53,32.0,32,19.0,19,0.0,2,0.0,0,0.0,0,0.0,0
0801910078A,0.0,0,0.0,4,0.0,141,0.0,118,0.0,148,0.0,110,0.0,72,0.0,28,0.0,15,0.0,8,0.0,0,0.0,0,0.0,0
0801910086A,0.0,1,0.0,1,0.0,113,0.0,41,0.0,73,0.0,80,0.0,45,0.0,10,0.0,39,0.0,10,0.0,1,0.0,0,0.0,0
0801910086B,0.0,2,0.0,3,0.0,103,0.0,42,0.0,79,0.0,86,0.0,42,0.0,20,0.0,24,0.0,6,0.0,3,0.0,0,0.0,0
0801910087U,0.0,2,0.0,5,0.0,266,0.0,66,0.0,121,0.0,151,0.0,95,0.0,19,0.0,68,0.0,11,0.0,2,0.0,0,0.0,0
0801910094B,2.0,2,6.0,6,159.0,159,103.0,103,124.0,124,81.0,85,72.0,72,40.0,40,13.0,13,5.0,5,0.0,2,0.0,0,0.0,0
0801910097U,0.0,8,0.0,5,0.0,214,0.0,168,0.0,224,0.0,120,0.0,87,0.0,44,0.0,27,0.0,10,0.0,2,0.0,0,0.0,0
0801910098A,0.0,2,0.0,3,0.0,173,0.0,101,0.0,180,0.0,119,0.0,72,0.0,32,0.0,32,0.0,3,0.0,0,0.0,0,0.0,0
0801910103B,0.0,0,0.0,0,0.0,204,0.0,78,0.0,153,0.0,139,0.0,69,0.0,19,0.0,41,0.0,8,0.0,0,0.0,0,0.0,0
0801910105B,0.0,2,0.0,3,0.0,197,0.0,88,0.0,146,0.0,144,0.0,92,0.0,25,0.0,47,0.0,7,0.0,1,0.0,0,0.0,0
0801910111U,0.0,5,0.0,1,0.0,191,0.0,98,0.0,201,0.0,130,0.0,82,0.0,42,0.0,56,0.0,14,0.0,2,0.0,0,0.0,0
0801910112A,0.0,1,0.0,1,0.0,150,0.0,76,0.0,138,0.0,101,0.0,74,0.0,19,0.0,33,0.0,5,0.0,1,0.0,0,0.0,0
0801910112B,0.0,1,0.0,2,0.0,155,0.0,77,0.0,122,0.0,95,0.0,48,0.0,12,0.0,21,0.0,5,0.0,2,0.0,0,0.0,0
0801910113U,0.0,7,0.0,2,0.0,170,0.0,77,0.0,137,0.0,121,0.0,88,0.0,37,0.0,30,0.0,13,0.0,0,0.0,0,0.0,0
0801910116A,0.0,1,0.0,1,0.0,180,0.0,43,0.0,84,0.0,115,0.0,40,0.0,8,0.0,52,0.0,5,0.0,0,0.0,0,0.0,0
0801910116B,0.0,1,0.0,2,0.0,200,0.0,35,0.0,69,0.0,108,0.0,40,0.0,15,0.0,45,0.0,6,0.0,4,0.0,0,0.0,0
0801910117U,0.0,2,0.0,1,0.0,242,0.0,61,0.0,156,0.0,164,0.0,70,0.0,23,0.0,70,0.0,5,0.0,4,0.0,0,0.0,0
0801910120U,0.0,3,0.0,3,0.0,170,0.0,128,0.0,195,0.0,145,0.0,80,0.0,35,0.0,43,0.0,6,0.0,0,0.0,0,0.0,0
0801910122A,0.0,1,0.0,1,0.0,133,0.0,71,0.0,142,0.0,88,0.0,73,0.0,16,0.0,25,0.0,3,0.0,2,0.0,0,0.0,0
0801910122B,0.0,2,0.0,1,0.0,116,0.0,93,0.0,114,0.0,92,0.0,55,0.0,24,0.0,26,0.0,5,0.0,0,0.0,0,0.0,0
0801910123U,0.0,3,0.0,2,0.0,275,0.0,73,0.0,182,0.0,169,0.0,104,0.0,15,0.0,53,0.0,7,0.0,2,0.0,0,0.0,0
0801910124U,0.0,5,0.0,1,0.0,261,0.0,50,0.0,140,0.0,155,0.0,79,0.0,16,0.0,42,0.0,10,0.0,1,0.0,0,0.0,0
0801910126U,0.0,1,0.0,5,0.0,199,0.0,88,0.0,132,0.0,147,0.0,90,0.0,19,0.0,40,0.0,7,0.0,1,0.0,0,0.0,0
0801910127U,0.0,0,0.0,3,0.0,209,0.0,47,0.0,140,0.0,107,0.0,71,0.0,16,0.0,35,0.0,9,0.0,3,0.0,0,0.0,0
0801910128A,1.0,1,1.0,1,187.0,187,38.0,38,109.0,109,105.0,105,57.0,57,18.0,18,32.0,32,1.0,1,0.0,2,0.0,0,0.0,0
0801910128B,1.0,1,3.0,3,179.0,179,53.0,53,105.0,105,108.0,108,60.0,60,16.0,16,39.0,39,0.0,5,6.0,6,0.0,0,0.0,0
0801910130U,0.0,0,0.0,1,274.0,274,42.0,42,111.0,111,140.0,140,58.0,58,23.0,23,69.0,69,11.0,11,3.0,3,0.0,0,0.0,0
0801910131U,0.0,2,0.0,3,0.0,274,0.0,77,0.0,144,0.0,203,0.0,78,0.0,22,0.0,47,0.0,9,0.0,5,0.0,0,0.0,0
0801910132U,0.0,4,0.0,6,0.0,247,0.0,66,0.0,120,0.0,155,0.0,90,0.0,23,0.0,96,0.0,8,0.0,1,0.0,0,0.0,0
0801910133A,0.0,4,0.0,1,0.0,181,0.0,50,0.0,92,0.0,130,0.0,44,0.0,15,0.0,42,0.0,3,0.0,3,0.0,0,0.0,0
0801910133B,0.0,0,0.0,3,0.0,157,0.0,36,0.0,103,0.0,90,0.0,43,0.0,16,0.0,50,0.0,6,0.0,0,0.0,0,0.0,0
0801910134A,0.0,2,0.0,5,0.0,135,0.0,42,0.0,107,0.0,92,0.0,49,0.0,16,0.0,37,0.0,2,0.0,4,0.0,0,0.0,0
0801910134B,0.0,1,0.0,3,0.0,120,0.0,62,0.0,94,0.0,80,0.0,54,0.0,14,0.0,30,0.0,3,0.0,0,0.0,0,0.0,0
0801910135U,0.0,3,0.0,2,0.0,285,0.0,48,0.0,92,0.0,160,0.0,68,0.0,27,0.0,64,0.0,7,0.0,0,0.0,0,0.0,0
0801910136U,0.0,9,0.0,2,0.0,295,0.0,72,0.0,154,0.0,166,0.0,65,0.0,22,0.0,65,0.0,7,0.0,1,0.0,0,0.0,0
0801910137A,0.0,0,0.0,1,0.0,162,0.0,18,0.0,64,0.0,100,0.0,55,0.0,12,0.0,37,0.0,6,0.0,4,0.0,0,0.0,0
0801910137B,0.0,1,0.0,1,0.0,163,0.0,27,0.0,57,0.0,104,0.0,33,0.0,7,0.0,27,0.0,5,0.0,1,0.0,0,0.0,0
0801910138U,0.0,4,0.0,3,0.0,205,0.0,52,0.0,141,0.0,163,0.0,77,0.0,24,0.0,66,0.0,11,0.0,2,0.0,0,0.0,0
0801910139U,0.0,0,0.0,2,0.0,352,0.0,40,0.0,126,0.0,213,0.0,95,0.0,20,0.0,73,0.0,10,0.0,3,0.0,0,0.0,0
0801910140U,0.0,2,0.0,5,0.0,276,0.0,74,0.0,152,0.0,185,0.0,95,0.0,30,0.0,46,0.0,10,0.0,7,0.0,0,0.0,0
0801910141U,0.0,6,0.0,2,0.0,205,0.0,64,0.0,111,0.0,109,0.0,70,0.0,24,0.0,52,0.0,9,0.0,3,0.0,0,0.0,0
0801910142U,0.0,9,0.0,0,0.0,280,0.0,61,0.0,145,0.0,198,0.0,90,0.0,27,0.0,48,0.0,16,0.0,1,0.0,0,0.0,0
0801910143A,0.0,5,0.0,0,0.0,143,0.0,49,0.0,78,0.0,100,0.0,51,0.0,15,0.0,40,0.0,8,0.0,1,0.0,0,0.0,0
0801910143B,0.0,3,0.0,1,0.0,148,0.0,52,0.0,79,0.0,86,0.0,45,0.0,23,0.0,29,0.0,4,0.0,1,0.0,0,0.0,0
0801910234A,0.0,2,0.0,0,0.0,189,0.0,76,0.0,157,0.0,105,0.0,56,0.0,28,0.0,35,0.0,7,0.0,2,0.0,0,0.0,0
0801910237U,0.0,2,0.0,3,0.0,135,0.0,54,0.0,99,0.0,70,0.0,52,0.0,15,0.0,22,0.0,4,0.0,0,0.0,0,0.0,0
0802001001B,0.0,1,1.0,1,118.0,118,140.0,140,156.0,156,56.0,56,35.0,35,35.0,35,12.0,12,7.0,7,0.0,0,0.0,0,0.0,0
0802001002A,2.0,2,2.0,2,77.0,77,124.0,124,82.0,82,42.0,42,25.0,26,19.0,19,6.0,6,2.0,2,0.0,0,0.0,0,0.0,0
0802001003C,0.0,2,0.0,6,0.0,126,0.0,102,0.0,148,0.0,69,0.0,59,0.0,14,0.0,11,0.0,4,0.0,0,0.0,0,0.0,0
0802201001A,3.0,2,5.0,5,36.0,36,169.0,169,132.0,132,28.0,28,15.0,15,26.0,26,11.0,11,2.0,2,0.0,0,0.0,0,0.0,0
0802202003A,2.0,2,3.0,4,65.0,65,175.0,175,119.0,119,15.0,15,12.0,12,21.0,21,18.0,18,2.0,2,1.0,1,0.0,0,0.0,0
0802301001A,0.0,5,0.0,2,0.0,162,0.0,137,0.0,173,0.0,46,0.0,39,0.0,28,0.0,16,0.0,7,0.0,0,0.0,0,0.0,0
0802301002A,1.0,1,3.0,3,127.0,127,156.0,156,190.0,190,62.0,62,23.0,23,26.0,26,13.0,13,5.0,5,0.0,1,0.0,0,0.0,0
0802301002B,0.0,4,0.0,4,0.0,134,0.0,178,0.0,164,0.0,66,0.0,29,0.0,25,0.0,16,0.0,3,0.0,7,0.0,0,0.0,0
0802301003A,0.0,3,0.0,1,0.0,182,0.0,92,0.0,141,0.0,84,0.0,51,0.0,25,0.0,21,0.0,5,0.0,1,0.0,0,0.0,0
0802301003B,5.0,5,4.0,4,261.0,261,117.0,118,164.0,166,99.0,100,68.0,68,33.0,33,31.0,31,11.0,11,0.0,0,0.0,0,0.0,0
0802301004A,7.0,7,4.0,4,136.0,138,125.0,125,153.0,153,45.0,45,45.0,45,26.0,26,24.0,24,7.0,5,0.0,2,0.0,0,0.0,0
0802301004B,2.0,2,4.0,5,166.0,166,164.0,164,169.0,169,63.0,63,54.0,54,25.0,25,24.0,24,4.0,4,0.0,0,0.0,0,0.0,0
0802301005U,0.0,5,0.0,2,0.0,83,0.0,184,0.0,195,0.0,41,0.0,33,0.0,42,0.0,14,0.0,5,0.0,2,0.0,0,0.0,0
0802401001U,0.0,0,0.0,1,0.0,19,0.0,161,0.0,69,0.0,24,0.0,5,0.0,29,0.0,6,0.0,1,0.0,0,0.0,0,0.0,0
0802701001U,1.0,2,1.0,1,100.0,100,220.0,220,144.0,144,54.0,54,30.0,30,37.0,37,15.0,15,3.0,3,0.0,0,0.0,0,0.0,0
0803101001U,0.0,2,0.0,0,0.0,47,0.0,156,0.0,88,0.0,49,0.0,20,0.0,25,0.0,13,0.0,2,0.0,0,0.0,0,0.0,0
0803101002B,1.0,1,2.0,2,80.0,80,182.0,182,105.0,105,48.0,48,29.0,29,15.0,15,20.0,20,3.0,3,1.0,1,1.0,0,0.0,0
0803101002C,0.0,3,0.0,2,0.0,79,0.0,255,0.0,147,0.0,37,0.0,19,0.0,23,0.0,27,0.0,1,0.0,1,0.0,0,0.0,0
0803302001A,0.0,3,0.0,7,0.0,79,0.0,185,0.0,144,0.0,34,0.0,20,0.0,30,0.0,9,0.0,3,0.0,0,0.0,0,0.0,0
0803302001B,0.0,7,0.0,3,0.0,105,0.0,127,0.0,137,0.0,57,0.0,25,0.0,33,0.0,13,0.0,2,0.0,2,0.0,0,0.0,0
0803302001C,0.0,1,0.0,0,0.0,74,0.0,167,0.0,120,0.0,39,0.0,14,0.0,19,0.0,7,0.0,5,0.0,1,0.0,0,0.0,0
0803303001B,0.0,0,0.0,3,0.0,170,0.0,148,0.0,141,0.0,65,0.0,50,0.0,36,0.0,32,0.0,7,0.0,2,0.0,0,0.0,0
0803501001A,2.0,0,3.0,0,87.0,63,174.0,137,122.0,106,30.0,21,25.0,17,19.0,25,11.0,11,1.0,3,1.0,1,0.0,0,0.0,0
0803501001B,0.0,2,0.0,3,63.0,87,137.0,174,106.0,122,21.0,30,17.0,25,25.0,19,11.0,11,3.0,1,1.0,1,1.0,0,0.0,0
0803501003B,1.0,1,4.0,4,180.0,183,136.0,136,108.0,108,74.0,74,42.0,42,14.0,14,38.0,38,5.0,5,4.0,4,0.0,0,0.0,0
0803502001U,0.0,0,0.0,0,0.0,93,0.0,199,0.0,127,0.0,45,0.0,29,0.0,37,0.0,20,0.0,5,0.0,0,0.0,0,0.0,0
0803502002A,0.0,0,0.0,1,0.0,115,0.0,172,0.0,144,0.0,41,0.0,21,0.0,35,0.0,28,0.0,6,0.0,3,0.0,0,0.0,0
0803502002B,0.0,2,0.0,3,0.0,149,0.0,226,0.0,182,0.0,78,0.0,29,0.0,36,0.0,24,0.0,7,0.0,0,0.0,0,0.0,0
0803503001A,0.0,2,0.0,2,0.0,85,0.0,149,0.0,118,0.0,39,0.0,17,0.0,24,0.0,11,0.0,7,0.0,3,0.0,0,0.0,0
0803503001B,0.0,6,0.0,3,0.0,136,0.0,118,0.0,119,0.0,48,0.0,22,0.0,22,0.0,17,0.0,3,0.0,0,0.0,0,0.0,0
0803503001C,0.0,2,0.0,1,0.0,92,0.0,188,0.0,134,0.0,43,0.0,17,0.0,19,0.0,15,0.0,9,0.0,2,0.0,0,0.0,0
0803503002A,1.0,1,2.0,2,85.0,85,142.0,142,126.0,126,41.0,41,25.0,25,16.0,16,16.0,16,2.0,2,1.0,0,1.0,0,0.0,0
0803503002B,1.0,1,5.0,5,118.0,118,107.0,107,127.0,127,47.0,47,23.0,23,17.0,17,20.0,20,6.0,6,1.0,0,1.0,0,0.0,0
0803503004A,0.0,2,0.0,3,0.0,94,0.0,88,0.0,83,0.0,43,0.0,31,0.0,14,0.0,16,0.0,9,0.0,0,0.0,0,0.0,0
0803503004B,0.0,3,0.0,2,0.0,142,0.0,98,0.0,93,0.0,67,0.0,42,0.0,15,0.0,19,0.0,2,0.0,0,0.0,0,0.0,0
0803503004C,0.0,5,0.0,1,0.0,103,0.0,97,0.0,81,0.0,52,0.0,32,0.0,18,0.0,19,0.0,1,0.0,1,0.0,0,0.0,0
0804001002A,0.0,2,0.0,1,0.0,98,0.0,183,0.0,160,0.0,64,0.0,23,0.0,36,0.0,19,0.0,5,0.0,3,0.0,0,0.0,0
0804001005A,1.0,2,1.0,1,68.0,68,115.0,115,108.0,108,47.0,47,23.0,23,22.0,22,17.0,17,3.0,3,0.0,0,0.0,0,0.0,0
0804001006U,3.0,3,3.0,3,182.0,182,176.0,176,179.0,179,75.0,75,42.0,42,19.0,19,38.0,33,4.0,4,2.0,2,0.0,0,0.0,0
0804101001A,0.0,0,0.0,1,0.0,238,0.0,47,0.0,80,0.0,114,0.0,63,0.0,10,0.0,32,0.0,9,0.0,7,0.0,0,0.0,0
0804101001B,0.0,5,0.0,2,0.0,321,0.0,55,0.0,88,0.0,168,0.0,78,0.0,12,0.0,39,0.0,4,0.0,1,0.0,0,0.0,0
0804101004B,0.0,1,0.0,2,0.0,177,0.0,49,0.0,60,0.0,92,0.0,32,0.0,18,0.0,30,0.0,4,0.0,2,0.0,0,0.0,0
0804101006A,2.0,1,1.0,2,206.0,206,35.0,35,60.0,60,108.0,108,33.0,33,17.0,17,21.0,21,7.0,7,1.0,1,0.0,0,0.0,0
0804301001A,2.0,2,3.0,3,188.0,188,119.0,119,133.0,133,90.0,90,61.0,61,19.0,19,36.0,36,9.0,9,2.0,2,2.0,0,0.0,0
0804601003A,2.0,2,5.0,5,86.0,86,145.0,145,127.0,127,46.0,46,30.0,30,53.0,53,12.0,11,4.0,4,0.0,0,0.0,0,0.0,0
0804601003B,0.0,3,0.0,2,0.0,86,0.0,147,0.0,134,0.0,36,0.0,28,0.0,36,0.0,11,0.0,2,0.0,0,0.0,0,0.0,0
0804602001A,2.0,2,2.0,2,107.0,108,101.0,101,126.0,126,57.0,57,32.0,32,27.0,27,22.0,22,1.0,1,2.0,2,0.0,0,0.0,0
0804602001B,1.0,0,5.0,5,129.0,129,93.0,93,136.0,136,87.0,87,43.0,43,24.0,24,15.0,15,7.0,7,5.0,5,0.0,0,0.0,0
0804602001C,0.0,1,0.0,2,0.0,118,0.0,122,0.0,144,0.0,84,0.0,28,0.0,27,0.0,20,0.0,2,0.0,2,0.0,0,0.0,0
0804603001B,2.0,3,3.0,3,129.0,129,121.0,121,173.0,173,72.0,72,59.0,59,30.0,30,13.0,13,6.0,6,2.0,2,0.0,0,0.0,0
0804603001C,0.0,2,0.0,5,0.0,112,0.0,109,0.0,164,0.0,60,0.0,35,0.0,33,0.0,8,0.0,4,0.0,2,0.0,0,0.0,0
0804701002A,6.0,6,0.0,2,133.0,133,141.0,141,119.0,119,97.0,97,12.0,12,20.0,20,25.0,25,3.0,3,0.0,0,0.0,0,0.0,0
