CodiMesa,VNULS,Vots nuls,VBLANCS,Vots en blanc,VCS,Vots,VJXC,Vots.1,VERC,Vots.2,VPSC,Vots.3,VCOM,Vots.4,VCUP,Vots.5,VPPC,Vots.6,VPACMA,Vots.7,VRECORTES,Vots.8,VPUMJUST,Vots.9,VDIALEG,Vots.10
2503401001A,0.0,1,0.0,2,0.0,57,0.0,224,0.0,172,0.0,19,0.0,6,0.0,29,0.0,20,0.0,3,0.0,0,0.0,1,0.0,0
2503801001U,0.0,2,0.0,4,86.0,86,250.0,250,141.0,141,32.0,32,9.0,10,16.0,15,66.0,66,0.0,1,0.0,1,0.0,0,0.0,0
2503801002U,0.0,3,0.0,5,72.0,72,258.0,258,137.0,137,36.0,36,15.0,15,13.0,13,65.0,65,0.0,2,0.0,0,0.0,1,0.0,0
2504001001U,0.0,5,0.0,4,0.0,88,0.0,155,0.0,117,0.0,56,0.0,16,0.0,26,0.0,32,0.0,1,0.0,1,0.0,0,0.0,0
2504001002U,0.0,3,0.0,3,0.0,162,0.0,148,0.0,187,0.0,97,0.0,28,0.0,35,0.0,34,0.0,5,0.0,1,0.0,0,0.0,0
2504003001A,0.0,1,0.0,8,0.0,157,0.0,249,0.0,193,0.0,77,0.0,27,0.0,33,0.0,29,0.0,3,0.0,2,0.0,0,0.0,0
2504003002U,0.0,8,0.0,8,0.0,146,0.0,161,0.0,144,0.0,67,0.0,37,0.0,30,0.0,25,0.0,2,0.0,0,0.0,3,0.0,0
2504004004A,2.0,3,3.0,3,83.0,83,232.0,232,173.0,173,46.0,46,19.0,19,32.0,32,22.0,22,3.0,3,0.0,0,2.0,2,0.0,0
2504801001U,0.0,5,0.0,6,0.0,88,0.0,245,0.0,178,0.0,49,0.0,24,0.0,33,0.0,29,0.0,5,0.0,0,0.0,1,0.0,0
2505001001A,5.0,1,5.0,6,58.0,68,200.0,215,174.0,174,34.0,39,16.0,18,29.0,44,23.0,12,2.0,3,0.0,0,0.0,1,0.0,0
2505001001B,1.0,5,6.0,5,68.0,58,215.0,200,174.0,174,39.0,34,18.0,16,44.0,29,12.0,23,3.0,2,0.0,0,1.0,0,0.0,0
2505001002A,0.0,0,2.0,2,52.0,47,273.0,192,191.0,120,33.0,17,20.0,14,38.0,37,19.0,10,2.0,1,0.0,0,1.0,0,0.0,0
2505001002B,0.0,0,2.0,5,47.0,36,192.0,185,120.0,136,17.0,24,14.0,14,37.0,33,10.0,10,1.0,0,0.0,3,0.0,2,0.0,0
2505001003U,0.0,0,0.0,2,0.0,52,0.0,273,0.0,191,0.0,33,0.0,20,0.0,38,0.0,19,0.0,2,0.0,0,0.0,1,0.0,0
2505201001A,0.0,5,0.0,1,0.0,39,0.0,298,0.0,281,0.0,23,0.0,15,0.0,33,0.0,13,0.0,2,0.0,0,0.0,0,0.0,0
2505201001B,0.0,3,0.0,4,0.0,33,0.0,256,0.0,242,0.0,24,0.0,19,0.0,25,0.0,22,0.0,1,0.0,1,0.0,1,0.0,0
2505301001A,0.0,1,0.0,0,0.0,68,0.0,176,0.0,138,0.0,36,0.0,19,0.0,16,0.0,12,0.0,2,0.0,0,0.0,0,0.0,0
2505301001B,0.0,0,0.0,5,0.0,66,0.0,166,0.0,135,0.0,29,0.0,13,0.0,11,0.0,15,0.0,3,0.0,0,0.0,0,0.0,0
2505601001U,0.0,0,0.0,3,0.0,5,0.0,109,0.0,44,0.0,7,0.0,8,0.0,5,0.0,2,0.0,1,0.0,0,0.0,1,0.0,0
2505701001U,0.0,1,1.0,0,45.0,45,18.0,18,30.0,30,26.0,26,14.0,14,9.0,9,9.0,9,2.0,2,0.0,0,0.0,0,0.0,0
2505801001U,0.0,2,0.0,3,0.0,51,0.0,221,0.0,164,0.0,39,0.0,9,0.0,30,0.0,8,0.0,2,0.0,2,0.0,1,0.0,0
2505801002A,0.0,0,0.0,1,0.0,44,0.0,175,0.0,110,0.0,16,0.0,5,0.0,23,0.0,18,0.0,1,0.0,0,0.0,0,0.0,0
2505801002B,0.0,1,0.0,0,0.0,41,0.0,251,0.0,123,0.0,14,0.0,8,0.0,33,0.0,15,0.0,0,0.0,0,0.0,0,0.0,0
2505802001A,0.0,0,0.0,1,0.0,59,0.0,243,0.0,190,0.0,36,0.0,20,0.0,31,0.0,13,0.0,3,0.0,0,0.0,1,0.0,0
2505802001B,0.0,1,0.0,2,0.0,85,0.0,292,0.0,189,0.0,43,0.0,17,0.0,25,0.0,14,0.0,4,0.0,0,0.0,0,0.0,0
2505802002A,0.0,0,0.0,2,0.0,39,0.0,158,0.0,121,0.0,19,0.0,8,0.0,15,0.0,16,0.0,1,0.0,0,0.0,1,0.0,0
2505802002B,0.0,2,0.0,3,0.0,57,0.0,158,0.0,156,0.0,27,0.0,20,0.0,22,0.0,11,0.0,1,0.0,0,0.0,1,0.0,0
2506001001U,0.0,0,0.0,0,0.0,5,0.0,25,0.0,12,0.0,2,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,1,0.0,0
2507202002B,0.0,2,0.0,5,118.0,118,160.0,160,137.0,137,51.0,51,13.0,13,25.0,25,18.0,18,5.0,5,0.0,0,1.0,1,0.0,0
2507202003U,5.0,5,1.0,2,101.0,101,319.0,319,184.0,184,70.0,70,14.0,14,58.0,58,24.0,24,5.0,5,1.0,1,1.0,1,0.0,0
2507301001U,0.0,3,0.0,4,0.0,45,0.0,180,0.0,163,0.0,18,0.0,15,0.0,22,0.0,6,0.0,2,0.0,0,0.0,0,0.0,0
2507601001U,0.0,0,0.0,1,0.0,12,0.0,42,0.0,40,0.0,8,0.0,1,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2507701001U,0.0,0,0.0,1,0.0,21,0.0,167,0.0,87,0.0,26,0.0,8,0.0,37,0.0,15,0.0,0,0.0,0,0.0,0,0.0,0
2507801001U,0.0,1,0.0,6,0.0,79,0.0,309,0.0,306,0.0,54,0.0,40,0.0,40,0.0,19,0.0,2,0.0,1,0.0,3,0.0,0
2508601001U,0.0,3,0.0,0,0.0,20,0.0,152,0.0,167,0.0,22,0.0,12,0.0,42,0.0,7,0.0,1,0.0,1,0.0,0,0.0,0
2508801001U,0.0,0,0.0,1,0.0,5,0.0,55,0.0,17,0.0,2,0.0,1,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0
2509301001U,0.0,5,0.0,1,0.0,83,0.0,252,0.0,133,0.0,27,0.0,12,0.0,14,0.0,11,0.0,1,0.0,0,0.0,0,0.0,0
2509601001U,0.0,3,0.0,6,0.0,62,0.0,295,0.0,224,0.0,36,0.0,19,0.0,51,0.0,31,0.0,0,0.0,1,0.0,1,0.0,0
2509701001U,0.0,0,0.0,2,0.0,9,0.0,21,0.0,33,0.0,1,0.0,1,0.0,3,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0
2510201001U,2.0,2,2.0,2,113.0,113,197.0,197,144.0,144,46.0,46,20.0,21,13.0,13,25.0,25,2.0,2,0.0,0,0.0,0,0.0,0
2510401001U,0.0,1,0.0,2,0.0,14,0.0,49,0.0,16,0.0,6,0.0,3,0.0,6,0.0,2,0.0,0,0.0,1,0.0,1,0.0,0
2510501001U,0.0,1,0.0,1,0.0,8,0.0,46,0.0,34,0.0,2,0.0,4,0.0,6,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2510901001U,0.0,1,0.0,2,0.0,10,0.0,113,0.0,37,0.0,1,0.0,0,0.0,11,0.0,10,0.0,0,0.0,0,0.0,0,0.0,0
2511001001U,0.0,10,0.0,3,0.0,76,0.0,226,0.0,145,0.0,43,0.0,19,0.0,25,0.0,21,0.0,0,0.0,0,0.0,1,0.0,0
2511001002A,6.0,4,3.0,1,112.0,69,209.0,173,233.0,155,74.0,43,32.0,24,34.0,20,17.0,17,2.0,2,2.0,1,2.0,1,0.0,0
2511001003U,4.0,6,1.0,3,69.0,112,173.0,209,155.0,233,43.0,74,24.0,32,20.0,34,17.0,17,2.0,2,1.0,2,1.0,2,0.0,0
2511301001U,0.0,6,0.0,4,0.0,30,0.0,176,0.0,133,0.0,21,0.0,9,0.0,20,0.0,23,0.0,2,0.0,0,0.0,2,0.0,0
2511301002U,0.0,1,0.0,1,0.0,44,0.0,216,0.0,183,0.0,34,0.0,13,0.0,30,0.0,14,0.0,0,0.0,0,0.0,0,0.0,0
2511801001U,0.0,0,0.0,1,0.0,28,0.0,92,0.0,87,0.0,24,0.0,14,0.0,10,0.0,13,0.0,0,0.0,0,0.0,2,0.0,0
2511901002A,1.0,1,4.0,4,39.0,39,215.0,215,128.0,126,24.0,24,15.0,15,27.0,27,6.0,6,0.0,0,0.0,0,0.0,0,0.0,0
2512001005A,1.0,1,1.0,1,161.0,161,47.0,47,69.0,69,97.0,98,38.0,38,13.0,13,27.0,27,3.0,3,1.0,1,0.0,0,0.0,0
2512001007A,0.0,0,8.0,1,139.0,128,95.0,116,142.0,150,46.0,68,23.0,43,29.0,21,23.0,14,4.0,4,1.0,4,1.0,2,0.0,0
2512001007B,0.0,1,0.0,1,0.0,156,0.0,110,0.0,117,0.0,65,0.0,38,0.0,26,0.0,30,0.0,7,0.0,1,0.0,1,0.0,0
2512001007C,0.0,1,0.0,2,0.0,136,0.0,106,0.0,138,0.0,55,0.0,28,0.0,15,0.0,16,0.0,2,0.0,1,0.0,0,0.0,0
2512001011A,0.0,4,0.0,7,0.0,145,0.0,72,0.0,75,0.0,76,0.0,34,0.0,18,0.0,35,0.0,2,0.0,1,0.0,1,0.0,0
2512001011B,0.0,2,0.0,3,0.0,134,0.0,48,0.0,72,0.0,61,0.0,26,0.0,10,0.0,26,0.0,2,0.0,2,0.0,0,0.0,0
2512001012U,0.0,1,0.0,2,0.0,136,0.0,116,0.0,104,0.0,58,0.0,22,0.0,38,0.0,29,0.0,4,0.0,0,0.0,1,0.0,0
2512001013A,1.0,1,1.0,1,112.0,112,102.0,102,142.0,142,84.0,84,41.0,41,41.0,25,41.0,41,3.0,3,3.0,3,0.0,0,0.0,0
2512001013B,7.0,7,3.0,3,142.0,142,69.0,69,137.0,137,97.0,97,31.0,31,31.0,28,31.0,31,3.0,3,1.0,1,0.0,0,0.0,0
2512001014A,0.0,0,1.0,1,148.0,148,97.0,97,139.0,149,71.0,71,36.0,36,29.0,23,21.0,21,6.0,6,1.0,1,1.0,1,0.0,0
2512002004B,1.0,1,2.0,2,219.0,219,217.0,217,243.0,243,87.0,87,87.0,59,53.0,53,36.0,36,3.0,3,1.0,1,2.0,2,0.0,0
2512002005A,0.0,0,0.0,6,0.0,175,0.0,170,0.0,204,0.0,83,0.0,34,0.0,40,0.0,38,0.0,7,0.0,3,0.0,0,0.0,0
2512002005B,0.0,1,0.0,3,0.0,194,0.0,224,0.0,226,0.0,94,0.0,48,0.0,45,0.0,30,0.0,8,0.0,1,0.0,1,0.0,0
2512002006U,0.0,5,0.0,3,0.0,160,0.0,124,0.0,192,0.0,104,0.0,38,0.0,32,0.0,37,0.0,5,0.0,0,0.0,1,0.0,0
2512002007A,0.0,2,0.0,5,0.0,160,0.0,109,0.0,126,0.0,92,0.0,29,0.0,13,0.0,33,0.0,1,0.0,2,0.0,0,0.0,0
2512002007B,0.0,5,0.0,2,0.0,130,0.0,101,0.0,120,0.0,83,0.0,34,0.0,20,0.0,38,0.0,6,0.0,1,0.0,1,0.0,0
2512002008U,0.0,5,0.0,1,0.0,152,0.0,160,0.0,157,0.0,93,0.0,24,0.0,36,0.0,39,0.0,5,0.0,0,0.0,0,0.0,0
2512002009A,0.0,4,0.0,2,0.0,127,0.0,166,0.0,134,0.0,58,0.0,20,0.0,32,0.0,25,0.0,4,0.0,1,0.0,1,0.0,0
2512002009B,0.0,1,0.0,7,0.0,154,0.0,205,0.0,192,0.0,68,0.0,29,0.0,58,0.0,26,0.0,2,0.0,1,0.0,1,0.0,0
2512003001U,0.0,0,0.0,0,0.0,97,0.0,114,0.0,69,0.0,42,0.0,23,0.0,39,0.0,62,0.0,8,0.0,1,0.0,1,0.0,0
2512003004A,3.0,3,2.0,2,93.0,94,131.0,131,83.0,83,65.0,65,21.0,21,17.0,17,31.0,31,0.0,0,1.0,1,1.0,1,0.0,0
2512003008U,5.0,5,2.0,3,140.0,140,160.0,160,121.0,121,61.0,61,31.0,31,21.0,21,60.0,60,4.0,4,1.0,1,1.0,1,0.0,0
2512004001B,0.0,0,0.0,4,0.0,52,0.0,54,0.0,49,0.0,38,0.0,14,0.0,21,0.0,19,0.0,2,0.0,0,0.0,1,0.0,0
2512004005U,0.0,0,0.0,2,0.0,97,0.0,129,0.0,99,0.0,56,0.0,16,0.0,9,0.0,43,0.0,4,0.0,1,0.0,0,0.0,0
2512004006A,0.0,2,0.0,3,0.0,108,0.0,110,0.0,93,0.0,53,0.0,15,0.0,17,0.0,34,0.0,2,0.0,2,0.0,0,0.0,0
2512004006B,0.0,5,0.0,1,0.0,109,0.0,91,0.0,98,0.0,45,0.0,14,0.0,24,0.0,31,0.0,5,0.0,0,0.0,1,0.0,0
2512004011A,0.0,1,0.0,0,0.0,148,0.0,46,0.0,64,0.0,80,0.0,12,0.0,7,0.0,48,0.0,1,0.0,4,0.0,0,0.0,0
2512004011B,0.0,1,0.0,1,0.0,89,0.0,38,0.0,42,0.0,54,0.0,22,0.0,9,0.0,24,0.0,2,0.0,0,0.0,0,0.0,0
2512004013U,0.0,1,0.0,3,0.0,207,0.0,94,0.0,131,0.0,76,0.0,28,0.0,29,0.0,48,0.0,6,0.0,0,0.0,0,0.0,0
2512004014A,0.0,2,0.0,2,0.0,106,0.0,73,0.0,75,0.0,54,0.0,35,0.0,23,0.0,29,0.0,3,0.0,1,0.0,1,0.0,0
2512004014B,0.0,3,0.0,3,0.0,118,0.0,63,0.0,84,0.0,39,0.0,17,0.0,17,0.0,21,0.0,6,0.0,6,0.0,0,0.0,0
2512004015B,0.0,0,0.0,3,0.0,95,0.0,79,0.0,80,0.0,33,0.0,22,0.0,11,0.0,36,0.0,3,0.0,0,0.0,1,0.0,0
2512005006A,0.0,1,0.0,2,0.0,125,0.0,146,0.0,102,0.0,54,0.0,18,0.0,33,0.0,27,0.0,6,0.0,1,0.0,0,0.0,0
2512005006B,0.0,0,0.0,4,0.0,154,0.0,152,0.0,134,0.0,69,0.0,26,0.0,32,0.0,40,0.0,1,0.0,0,0.0,0,0.0,0
2512005008U,0.0,2,0.0,2,0.0,178,0.0,194,0.0,159,0.0,80,0.0,24,0.0,31,0.0,43,0.0,5,0.0,0,0.0,2,0.0,0
2512005011A,0.0,2,0.0,5,0.0,123,0.0,179,0.0,148,0.0,50,0.0,19,0.0,38,0.0,32,0.0,1,0.0,0,0.0,1,0.0,0
2512005011B,0.0,1,0.0,2,0.0,120,0.0,174,0.0,141,0.0,87,0.0,35,0.0,28,0.0,26,0.0,1,0.0,0,0.0,0,0.0,0
2512005012U,0.0,0,0.0,5,0.0,122,0.0,192,0.0,119,0.0,52,0.0,21,0.0,33,0.0,61,0.0,2,0.0,1,0.0,0,0.0,0
2512006007B,0.0,2,0.0,5,0.0,193,0.0,125,0.0,176,0.0,82,0.0,48,0.0,22,0.0,31,0.0,2,0.0,1,0.0,0,0.0,0
2512006009A,0.0,2,0.0,7,0.0,121,0.0,162,0.0,149,0.0,67,0.0,33,0.0,23,0.0,33,0.0,1,0.0,0,0.0,1,0.0,0
2512006009B,2.0,2,1.0,1,137.0,137,140.0,140,144.0,144,65.0,65,36.0,36,30.0,30,39.0,39,39.0,5,1.0,1,1.0,1,0.0,0
2512006017A,0.0,3,0.0,3,0.0,122,0.0,78,0.0,135,0.0,61,0.0,39,0.0,18,0.0,22,0.0,2,0.0,3,0.0,1,0.0,0
2512006017B,0.0,4,0.0,1,0.0,182,0.0,79,0.0,123,0.0,82,0.0,31,0.0,14,0.0,36,0.0,9,0.0,1,0.0,0,0.0,0
2512007006A,3.0,3,1.0,0,156.0,156,131.0,131,136.0,136,101.0,101,36.0,36,19.0,19,35.0,35,3.0,3,1.0,0,1.0,1,0.0,0
2512007007A,0.0,4,0.0,5,0.0,177,0.0,123,0.0,102,0.0,83,0.0,42,0.0,21,0.0,24,0.0,8,0.0,3,0.0,1,0.0,0
2512007007B,0.0,4,0.0,2,0.0,203,0.0,110,0.0,154,0.0,85,0.0,45,0.0,18,0.0,24,0.0,9,0.0,3,0.0,0,0.0,0
2512008002C,0.0,0,1.0,1,88.0,88,98.0,98,98.0,68,41.0,41,6.0,6,15.0,15,24.0,24,1.0,1,1.0,1,0.0,0,0.0,0
2512008003B,0.0,3,0.0,1,0.0,76,0.0,95,0.0,110,0.0,60,0.0,4,0.0,19,0.0,23,0.0,0,0.0,0,0.0,1,0.0,0
2512201001U,0.0,5,0.0,4,0.0,79,0.0,262,0.0,235,0.0,49,0.0,25,0.0,44,0.0,33,0.0,2,0.0,0,0.0,1,0.0,0
2512201002A,0.0,3,0.0,3,0.0,56,0.0,135,0.0,150,0.0,18,0.0,15,0.0,25,0.0,8,0.0,0,0.0,0,0.0,1,0.0,0
2512201002B,0.0,2,0.0,1,0.0,43,0.0,208,0.0,168,0.0,19,0.0,5,0.0,11,0.0,15,0.0,1,0.0,1,0.0,2,0.0,0
2513501001B,0.0,0,2.0,2,34.0,34,220.0,220,100.0,100,26.0,26,14.0,14,19.0,10,10.0,10,3.0,3,0.0,0,1.0,1,0.0,0
2513701001A,0.0,2,0.0,2,0.0,86,0.0,248,0.0,130,0.0,59,0.0,13,0.0,21,0.0,27,0.0,3,0.0,0,0.0,0,0.0,0
2513701001B,0.0,3,0.0,1,0.0,82,0.0,249,0.0,116,0.0,55,0.0,21,0.0,28,0.0,21,0.0,6,0.0,1,0.0,2,0.0,0
2513701002A,0.0,3,0.0,9,0.0,90,0.0,243,0.0,133,0.0,57,0.0,19,0.0,22,0.0,32,0.0,1,0.0,1,0.0,2,0.0,0
2513701002B,0.0,1,0.0,2,0.0,100,0.0,334,0.0,157,0.0,50,0.0,28,0.0,44,0.0,21,0.0,3,0.0,1,0.0,1,0.0,0
2513701003U,0.0,4,0.0,3,0.0,98,0.0,201,0.0,112,0.0,61,0.0,13,0.0,19,0.0,37,0.0,3,0.0,0,0.0,3,0.0,0
2513701005A,1.0,1,4.0,4,99.0,99,187.0,187,145.0,145,52.0,52,15.0,15,26.0,26,8.0,8,0.0,4,0.0,0,0.0,0,0.0,0
2513701006A,0.0,2,0.0,3,0.0,78,0.0,196,0.0,129,0.0,39,0.0,20,0.0,23,0.0,10,0.0,5,0.0,0,0.0,1,0.0,0
2513701006B,0.0,0,0.0,4,0.0,107,0.0,248,0.0,151,0.0,63,0.0,26,0.0,34,0.0,13,0.0,2,0.0,0,0.0,2,0.0,0
2513801001B,0.0,0,0.0,0,0.0,21,0.0,58,0.0,64,0.0,4,0.0,3,0.0,6,0.0,9,0.0,0,0.0,0,0.0,0,0.0,0
2514001001U,0.0,2,0.0,5,0.0,64,0.0,233,0.0,187,0.0,43,0.0,26,0.0,37,0.0,19,0.0,1,0.0,0,0.0,1,0.0,0
2514101001U,0.0,0,0.0,0,12.0,12,54.0,54,32.0,32,5.0,5,3.0,3,12.0,18,4.0,4,0.0,0,0.0,0,0.0,0,0.0,0
2514301001U,0.0,0,0.0,1,0.0,6,0.0,30,0.0,23,0.0,7,0.0,3,0.0,3,0.0,3,0.0,0,0.0,0,0.0,1,0.0,0
2514901001A,0.0,0,0.0,2,0.0,54,0.0,245,0.0,143,0.0,21,0.0,14,0.0,22,0.0,23,0.0,2,0.0,0,0.0,2,0.0,0
2514901001B,0.0,4,0.0,6,0.0,49,0.0,279,0.0,161,0.0,56,0.0,11,0.0,27,0.0,31,0.0,0,0.0,0,0.0,0,0.0,0
2515301001U,1.0,0,1.0,0,27.0,27,53.0,53,37.0,37,9.0,9,11.0,11,4.0,4,15.0,15,1.0,1,1.0,0,1.0,0,0.0,0
2516801001U,0.0,2,0.0,2,0.0,63,0.0,192,0.0,104,0.0,11,0.0,5,0.0,24,0.0,31,0.0,0,0.0,0,0.0,0,0.0,0
2516901001U,0.0,0,0.0,1,0.0,13,0.0,51,0.0,41,0.0,11,0.0,5,0.0,18,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0
2517101001A,0.0,0,0.0,1,0.0,36,0.0,157,0.0,125,0.0,41,0.0,11,0.0,19,0.0,7,0.0,1,0.0,0,0.0,1,0.0,0
2517101001B,0.0,2,0.0,3,0.0,42,0.0,140,0.0,122,0.0,42,0.0,18,0.0,29,0.0,12,0.0,0,0.0,0,0.0,0,0.0,0
2517101002A,0.0,0,1.0,1,19.0,19,218.0,218,143.0,143,36.0,36,13.0,13,26.0,26,11.0,11,1.0,1,0.0,0,0.0,1,0.0,0
2517201001U,10.0,8,3.0,3,41.0,41,244.0,244,211.0,213,24.0,24,8.0,8,25.0,25,25.0,25,0.0,0,0.0,0,1.0,1,0.0,0
2517501001U,0.0,0,0.0,1,0.0,19,0.0,57,0.0,47,0.0,8,0.0,4,0.0,9,0.0,11,0.0,0,0.0,0,0.0,0,0.0,0
2518201001A,5286.0,1,5285.0,4,5285.0,80,5285.0,133,5285.0,137,5285.0,58,5285.0,23,5285.0,22,5285.0,14,5285.0,3,5285.0,1,5285.0,0,0.0,0
2519201001U,0.0,8,0.0,5,0.0,79,0.0,235,0.0,186,0.0,31,0.0,16,0.0,37,0.0,18,0.0,2,0.0,0,0.0,0,0.0,0
2519601001U,0.0,0,0.0,0,0.0,10,0.0,32,0.0,27,0.0,6,0.0,5,0.0,7,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0
2520301004A,0.0,3,0.0,2,0.0,164,0.0,216,0.0,190,0.0,85,0.0,33,0.0,41,0.0,29,0.0,5,0.0,1,0.0,3,0.0,0
2520301004B,0.0,3,0.0,4,0.0,155,0.0,190,0.0,190,0.0,99,0.0,35,0.0,46,0.0,33,0.0,7,0.0,0,0.0,2,0.0,0
2520801001U,2.0,2,1.0,1,15.0,15,67.0,68,76.0,76,16.0,16,10.0,10,69.0,69,3.0,3,0.0,0,2.0,2,0.0,0,0.0,0
2520901001A,0.0,3,0.0,3,0.0,50,0.0,195,0.0,194,0.0,33,0.0,20,0.0,73,0.0,11,0.0,0,0.0,2,0.0,3,0.0,0
2520901001B,0.0,8,0.0,10,0.0,81,0.0,223,0.0,192,0.0,60,0.0,17,0.0,62,0.0,26,0.0,5,0.0,0,0.0,0,0.0,0
2521101001U,0.0,2,0.0,1,0.0,62,0.0,195,0.0,185,0.0,27,0.0,15,0.0,47,0.0,20,0.0,0,0.0,0,0.0,1,0.0,0
2521501001U,0.0,1,0.0,1,0.0,67,0.0,67,0.0,76,0.0,32,0.0,7,0.0,19,0.0,8,0.0,2,0.0,0,0.0,0,0.0,0
2521701001B,0.0,3,0.0,5,0.0,104,0.0,231,0.0,202,0.0,49,0.0,29,0.0,42,0.0,17,0.0,3,0.0,0,0.0,0,0.0,0
2521701002U,0.0,4,0.0,11,0.0,93,0.0,296,0.0,195,0.0,43,0.0,17,0.0,56,0.0,36,0.0,4,0.0,1,0.0,0,0.0,0
2521702003B,2.0,2,5.0,5,73.0,73,182.0,182,124.0,124,45.0,45,16.0,16,36.0,36,12.0,12,0.0,2,0.0,0,1.0,1,0.0,0
2521703001B,0.0,0,0.0,1,0.0,76,0.0,141,0.0,124,0.0,29,0.0,17,0.0,28,0.0,22,0.0,1,0.0,1,0.0,1,0.0,0
2522201001U,0.0,0,0.0,0,0.0,8,0.0,31,0.0,9,0.0,0,0.0,0,0.0,2,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0
2522801001A,0.0,2,0.0,2,0.0,78,0.0,216,0.0,137,0.0,32,0.0,28,0.0,13,0.0,17,0.0,5,0.0,0,0.0,0,0.0,0
2522801001B,0.0,1,0.0,2,0.0,72,0.0,176,0.0,125,0.0,39,0.0,16,0.0,18,0.0,17,0.0,5,0.0,2,0.0,1,0.0,0
2522801002A,0.0,0,0.0,5,0.0,162,0.0,252,0.0,207,0.0,60,0.0,30,0.0,25,0.0,28,0.0,6,0.0,1,0.0,1,0.0,0
2522801002B,0.0,2,0.0,5,0.0,163,0.0,283,0.0,224,0.0,74,0.0,32,0.0,24,0.0,15,0.0,5,0.0,0,0.0,1,0.0,0
2523001001B,3.0,3,6.0,6,60.0,60,642.0,224,234.0,234,46.0,46,13.0,13,18.0,18,36.0,36,2.0,2,0.0,0,0.0,0,0.0,0
2523401001U,0.0,2,0.0,2,0.0,65,0.0,176,0.0,84,0.0,49,0.0,11,0.0,22,0.0,19,0.0,1,0.0,2,0.0,1,0.0,0
2523402001A,2.0,0,2.0,4,41.0,61,111.0,179,80.0,98,32.0,31,18.0,27,51.0,18,12.0,15,5.0,0,2.0,0,0.0,0,0.0,0
2523402001B,0.0,2,4.0,5,61.0,67,179.0,188,98.0,117,31.0,44,27.0,25,18.0,11,15.0,10,0.0,1,0.0,0,0.0,0,0.0,0
2523402002A,2.0,1,5.0,1,67.0,71,188.0,188,117.0,137,44.0,31,25.0,16,11.0,17,10.0,18,1.0,5,0.0,0,0.0,0,0.0,0
2523402002B,1.0,2,1.0,4,71.0,76,188.0,190,137.0,107,31.0,32,16.0,20,17.0,20,18.0,14,5.0,3,0.0,1,0.0,0,0.0,0
2523403001U,2.0,2,4.0,2,76.0,41,190.0,111,107.0,80,32.0,32,20.0,18,20.0,51,14.0,12,3.0,5,1.0,2,0.0,0,0.0,0
2524201001U,6.0,6,3.0,3,65.0,65,258.0,258,142.0,142,30.0,30,20.0,20,24.0,24,23.0,23,3.0,3,1.0,0,2.0,2,0.0,0
2524301001A,5.0,5,2.0,2,120.0,120,53.0,53,39.0,39,95.0,95,23.0,23,12.0,11,36.0,36,6.0,6,1.0,1,0.0,0,0.0,0
2524301002A,0.0,0,0.0,3,0.0,114,0.0,84,0.0,70,0.0,75,0.0,31,0.0,15,0.0,23,0.0,3,0.0,0,0.0,1,0.0,0
2524301002B,4.0,4,1.0,1,99.0,99,62.0,62,54.0,54,47.0,47,21.0,21,6.0,6,36.0,36,2.0,2,0.0,0,0.0,3,0.0,0
2524301002C,3.0,3,3.0,0,97.0,97,46.0,46,57.0,57,45.0,45,15.0,15,11.0,11,27.0,27,2.0,2,0.0,0,1.0,0,0.0,0
2524301003A,0.0,4,0.0,4,0.0,152,0.0,54,0.0,52,0.0,87,0.0,41,0.0,10,0.0,38,0.0,3,0.0,0,0.0,0,0.0,0
2524301003B,0.0,0,0.0,0,0.0,137,0.0,43,0.0,45,0.0,92,0.0,39,0.0,11,0.0,22,0.0,4,0.0,2,0.0,1,0.0,0
2524801001U,0.0,0,0.0,1,0.0,25,0.0,395,0.0,208,0.0,31,0.0,13,0.0,53,0.0,24,0.0,0,0.0,0,0.0,0,0.0,0
2525201001U,0.0,2,0.0,3,0.0,44,0.0,206,0.0,119,0.0,30,0.0,15,0.0,17,0.0,14,0.0,2,0.0,0,0.0,0,0.0,0
2525501001U,0.0,0,0.0,3,0.0,53,0.0,125,0.0,110,0.0,15,0.0,16,0.0,22,0.0,7,0.0,0,0.0,0,0.0,1,0.0,0
2590401001U,0.0,0,0.0,2,0.0,11,0.0,66,0.0,31,0.0,6,0.0,5,0.0,8,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0
2590701001U,0.0,3,0.0,1,0.0,44,0.0,170,0.0,129,0.0,11,0.0,15,0.0,40,0.0,15,0.0,0,0.0,1,0.0,0,0.0,0
2590801001U,0.0,1,0.0,0,0.0,13,0.0,64,0.0,55,0.0,19,0.0,4,0.0,11,0.0,5,0.0,0,0.0,0,0.0,1,0.0,0
2591201001A,0.0,1,0.0,4,0.0,97,0.0,88,0.0,106,0.0,60,0.0,20,0.0,25,0.0,102,0.0,0,0.0,0,0.0,1,0.0,0
