IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
4768,1708301002A,1,LA SELVA,2,4,140,148,26,65,112,11,34,5,,,1,,,,,,,653,https://cataloniavotes.today/img/4768/185ed6b3-9bcc-4deb-ac13-9cc04eda5336.jpg
4769,1708301002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,719,
4770,1708301003U,1,LA SELVA,2,3,153,196,21,70,126,13,58,4,,,1,,,,,,,817,https://cataloniavotes.today/img/4770/b10fb40f-335b-4297-a650-87d89c6d57b3.jpg
4771,1709501001A,1,LA SELVA,3,2,66,103,21,55,193,23,27,4,,,,,,,,,,705,https://cataloniavotes.today/imgs/4771/f74f9586-f41d-436d-b11a-dc1f842c5cdb.jpg
4772,1709501001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,693,
4773,1709501002A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,548,
4774,1709501002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,577,
4775,1709501003A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,616,
4776,1709501003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,690,
4777,1709501003C,0,LA SELVA,,,,,,,,,,,,,,,,,,,,608,
4778,1709502001A,0,LA SELVA,5,5,97,153,20,60,104,30,31,4,,,1,,,,,,,690,https://cataloniavotes.today/imgs/4778/1fc42bb7-1922-473c-aadc-de5fb7779bb6.jpg
4779,1709502001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,625,
4780,1709502002A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,597,
4781,1709502002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,656,
4782,1709502003A,1,LA SELVA,,,,,,,,,,,,,,,,,,,,683,
4783,1709502003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,802,
4784,1709503001A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,705,
4785,1709503001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,734,
4786,1709503002A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,571,
4787,1709503002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,680,
4788,1709503002C,0,LA SELVA,,,,,,,,,,,,,,,,,,,,609,
4789,1709503003A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,586,
4790,1709503003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,614,
4791,1709503003C,0,LA SELVA,,,,,,,,,,,,,,,,,,,,566,
4792,1709503004A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,717,
4793,1709503004B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,668,
4794,1709504001A,0,LA SELVA,1,,91,107,18,48,194,23,30,3,,,1,,,,,,,725,
4795,1709504001B,0,LA SELVA,2,2,74,97,14,47,184,30,38,5,,,,,,,,,,669,
4796,1709504002A,0,LA SELVA,1,1,57,51,5,105,275,30,35,7,,,,,,,,,,766,
4797,1709504002B,0,LA SELVA,1,3,62,51,9,110,266,14,41,8,,,1,,,,,,,729,
4798,1709504003A,0,LA SELVA,4,1,76,35,8,82,201,14,30,3,,,2,,,,,,,564,
4799,1709504003B,0,LA SELVA,5,3,76,69,11,55,189,24,30,3,,,,,,,,,,553,
4800,1709504004U,0,LA SELVA,,,,,,,,,,,,,,,,,,,,743,
4801,1710201001U,1,LA SELVA,1,5,158,179,28,25,44,10,4,,,,1,,,,,,,551,https://cataloniavotes.today/img/4801/17ce9f67-027b-4d6d-b90b-51abed9c00bf.jpg
4802,1710301001A,0,LA SELVA,2,2,89,153,22,51,100,16,20,5,,,1,,,,,,,526,
4803,1710301001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,573,
4804,1710301002A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,898,
4805,1710301002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,840,
4806,1710301003A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,515,
4807,1710301003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,589,
4808,1710301004A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,534,
4809,1710301004B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,518,
4810,1710101001U,0,LA SELVA,,,,,,,,,,,,,,,,,,,,541,
4811,1711601001U,1,LA SELVA,1,2,84,131,26,11,13,3,7,2,,,,,,,,,,341,https://cataloniavotes.today/img/4811/e4de7760-1f21-4fa8-92b0-46f9f2e8bae5.jpg
4812,1714601001A,0,LA SELVA,7,2,170,165,18,49,94,12,34,11,,,,,,,,,,689,https://cataloniavotes.today/img/4812/9cf314ae-b02f-439a-b02a-7498c1157860.jpg
4813,1714601001B,1,LA SELVA,6,2,176,175,30,48,116,25,28,3,,,1,,,,,,,758,https://cataloniavotes.today/img/4813/f0cbf2aa-1967-4a89-845d-4a9ceb9390e6.jpg
4814,1714601002A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,774,
4815,1714601002B,1,LA SELVA,8,2,141,162,28,78,130,17,50,11,,,4,,,,,,,797,https://cataloniavotes.today/img/4815/a1bb0d51-54cb-43da-b1de-2584e337cfcc.jpg
4816,1714801001A,1,LA SELVA,2,5,107,216,30,33,96,8,14,3,,,,,,,,,,582,https://cataloniavotes.today/imgs/4816/2e814808-cb6f-4f34-90b3-350ba83a4f78.jpg
4817,1714801001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,534,
4818,1714801001C,1,LA SELVA,11,2,33,25,7,52,109,11,22,8,,1,6,,,,,,,415,https://cataloniavotes.today/imgs/4818/b4863b12-a294-4054-b903-5a8141c09a2a.png
4819,1715001001A,0,LA SELVA,,2,177,342,35,37,88,5,14,3,,,1,,,,,,,718,
4820,1715001001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,708,
4821,1715901001U,1,LA SELVA,2,1,120,264,44,22,49,12,19,,,,1,,,,,,,646,https://cataloniavotes.today/img/4821/288fe216-292b-4bf3-97ee-7f9a8ad92f62.jpg
4822,1716401001A,1,LA SELVA,1,1,120,182,23,24,29,12,10,4,,2,,,,,,,,484,https://cataloniavotes.today/img/4822/35d2cdae-98dc-41b4-a90b-f1a08b729b5d.jpg
4823,1716401001B,0,LA SELVA,1,2,131,275,28,30,45,2,8,4,,,,,,,,,,612,
4824,1716401002A,0,LA SELVA,2,2,84,211,27,16,44,6,11,3,,,,,,,,,,477,
4825,1716401002B,0,LA SELVA,1,3,112,217,32,30,42,7,6,2,,1,,,,,,,,517,
4826,1716401003A,0,LA SELVA,1,2,199,370,39,58,30,20,30,1,,,,,,,,,,940,
4827,1716401003B,0,LA SELVA,,2,196,389,49,57,93,11,14,2,,,,,,,,,,929,
4828,1790301001U,0,LA SELVA,3,3,147,391,25,39,112,11,25,3,,1,3,,,,,,,880,
4829,1718001001A,1,LA SELVA,3,2,133,276,23,42,82,14,17,4,,,,,,,,,,753,https://cataloniavotes.today/imgs/4829/8fc2490d-2018-4f9e-8c8f-3da97a85ecb3.jpg
4830,1718001001B,1,LA SELVA,2,3,135,268,20,43,79,15,23,3,,,1,,,,,,,718,https://cataloniavotes.today/imgs/4830/d2519c74-e677-46a7-8ebe-c62cadec8a56.jpg
4831,1718001002A,0,LA SELVA,8,2,63,92,12,71,159,23,18,4,,,4,,,,,,,566,https://cataloniavotes.today/imgs/4831/81631b47-272a-48ba-ac89-454fa60bc2ce.jpg
4832,1718001002B,1,LA SELVA,3,5,86,212,40,20,52,11,10,3,,,,,,,,,,538,https://cataloniavotes.today/imgs/4832/811ef396-796e-4cab-b92c-0cf17ca942af.jpg
4833,1718001003A,1,LA SELVA,2,4,121,298,39,30,91,6,35,4,,,,,,,,,,763,https://cataloniavotes.today/img/4833/dbd2eebf-2b59-4fb4-8ab4-79e8262ee5f3.jpg
4834,1718001003B,1,LA SELVA,1,,109,274,34,50,103,8,16,3,,2,1,,,,,,,716,https://cataloniavotes.today/img/4834/3bbba931-b8d7-4457-abf9-68a9e5f25e7c.jpg
4835,1718001004A,0,LA SELVA,1,8,194,381,40,45,115,13,19,6,,,1,,,,,,,944,https://cataloniavotes.today/img/4835/9d080341-e09a-4a05-b440-07824f2e8ae4.jpg
4836,1718001004B,1,LA SELVA,3,6,197,326,32,45,99,15,20,4,,,,,,,,,,882,https://cataloniavotes.today/imgs/4836/2159e605-8c31-462b-b646-df80aef47bf8.jpg
4837,1718001005A,1,LA SELVA,5,2,123,288,13,30,64,12,13,5,,,,,,,,,,680,https://cataloniavotes.today/imgs/4837/c103f1b0-02e9-43e4-b691-f6e8f9ae0ed7.jpg
4838,1718001005B,1,LA SELVA,1,1,107,263,25,42,45,16,25,4,,,1,,,,,,,618,https://cataloniavotes.today/imgs/4838/fc3784af-23e0-4904-9edc-247580ab908b.jpg
4839,1718001006A,1,LA SELVA,1,,109,274,34,50,103,8,16,3,,2,1,,,,,,,715,https://cataloniavotes.today/img/4839/dea7b85f-cbe4-49a1-854c-350759af81fe.jpg
4840,1718001006B,1,LA SELVA,3,3,111,173,27,38,128,16,33,7,,,,,,,,,,667,https://cataloniavotes.today/img/4840/8a0dcebf-ade9-4ec7-849b-df6e0e15e1fb.jpg
4841,1719301001A,0,LA SELVA,11,4,120,234,40,41,162,16,26,3,,1,4,,,,,,,803,https://cataloniavotes.today/img/4841/49894882-591f-4cff-b695-fee0cc987a96.jpg
4842,1719301001B,0,LA SELVA,3,1,134,273,49,52,134,24,31,1,,,2,,,,,,,830,https://cataloniavotes.today/img/4842/6ba64174-21eb-40e6-8883-d1c50927ded9.jpg
4843,1719301002A,0,LA SELVA,2,4,136,176,19,62,132,12,26,10,,,,,,,,,,712,https://cataloniavotes.today/img/4843/0c6464ee-7af9-4d4c-b711-dc3ab83bbdfe.jpg
4844,1719301002B,1,LA SELVA,1,3,99,199,11,43,134,12,28,5,,,,,,,,,,627,https://cataloniavotes.today/img/4844/9dd9eb0c-14e4-4bcb-9382-df81502930fa.jpg
4845,1719301003A,1,LA SELVA,1,3,86,98,16,65,179,20,18,6,,,3,,,,,,,670,https://cataloniavotes.today/img/4845/3b793491-20e9-4623-915e-f2243e78569d.jpg
4846,1719301003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,599,
4847,1719401001U,1,LA SELVA,,,19,36,4,2,5,3,1,,,,,,,,,,,79,https://cataloniavotes.today/img/4847/15ff5779-0df1-45e0-8800-b78ef394aa2a.jpg
4848,1720201001U,0,LA SELVA,,,,,,,,,,,,,,,,,,,,881,https://cataloniavotes.today/img/4848/352b954a-4be8-4a46-a42a-e313e6f264c3.jpg
4849,1720201002A,1,LA SELVA,1,2,103,127,14,45,103,11,15,2,,,1,,,,,,,542,https://cataloniavotes.today/img/4849/39a271fc-1d34-45ce-beab-9e3592704afa.jpg
4850,1720201002B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,571,
4851,1720201003A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,936,https://cataloniavotes.today/img/4851/7add97ec-595d-42d8-ac6a-3272fa95d22d.jpg
4852,1720201003B,1,LA SELVA,11,2,155,230,27,83,143,17,26,3,,,1,,,,,,,870,https://cataloniavotes.today/img/4852/4d6642a3-20ec-41ac-b40c-1873d3aceaba.jpg
4853,1721301001A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,781,
4854,1721301001B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,772,
4855,1721301002U,0,LA SELVA,,,,,,,,,,,,,,,,,,,,944,
4856,1721301003A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,791,
4857,1721301003B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,815,
4858,1721301004A,0,LA SELVA,,,,,,,,,,,,,,,,,,,,694,
4859,1721301004B,0,LA SELVA,,,,,,,,,,,,,,,,,,,,704,
4860,1723301001U,1,LA SELVA,4,1,123,389,29,12,50,11,14,4,,,1,,,,,,,705,https://cataloniavotes.today/img/4860/9786e2bd-02c6-4ffb-a607-e08572fb950d.jpg
4861,1723301002A,1,LA SELVA,2,2,146,316,47,38,128,11,27,2,,,,,,,,,,812,https://cataloniavotes.today/img/4861/c98c0b68-113b-4a91-96f4-ba33660129fa.jpg
4862,1723301002B,0,LA SELVA,3,3,140,323,27,31,111,11,23,3,,1,4,,,,,,,768,https://cataloniavotes.today/img/4862/3a94592c-edff-4c5e-b556-6a7b903d12ff.jpg
4863,2517301001A,1,ALTA RIBAGORÇA,4,1,113,110,29,67,73,13,37,2,,,2,,,,,,,556,https://cataloniavotes.today/img/4863/75181bd2-ede9-4bcb-a09b-0768d472029c.jpg
4864,2517301001B,0,ALTA RIBAGORÇA,6,3,108,100,37,82,87,16,42,3,,,1,,,,,,,594,
4865,2517301002U,1,ALTA RIBAGORÇA,,,63,60,16,89,110,14,25,3,,,2,,,,,,,512,https://cataloniavotes.today/img/4865/72dc6140-c714-442a-976b-3616ef894b2c.jpg
4866,2504301001U,1,ALTA RIBAGORÇA,5,4,245,228,69,32,29,6,34,3,,2,,,,,,,,809,https://cataloniavotes.today/img/4866/41aa373c-49e2-4af7-a9e5-7b5023b4f56b.jpg
4867,2524501001U,0,ALTA RIBAGORÇA,1,,91,79,23,53,59,9,26,2,,1,,,,,,,,427,https://cataloniavotes.today/img/4867/103d6fcf-61a0-4612-8929-3ecf01253464.jpg
4868,2500201001U,0,NOGUERA,1,3,123,378,40,18,29,10,7,1,,,,,,,,,,475,
4869,2500801001A,0,NOGUERA,,2,138,230,12,12,42,34,11,3,,,,,,,,,,562,https://cataloniavotes.today/img/4869/a3fbee50-eafe-4da6-8725-0c81a4c1a549.jpg
4870,2500801001B,0,NOGUERA,2,5,133,204,21,19,47,26,7,1,,,1,,,,,,,536,https://cataloniavotes.today/img/4870/4c54e315-3d95-4256-9170-d4b3bd55c2cf.jpg
4871,2501501001U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,349,
4872,2502201001U,0,NOGUERA,1,,27,53,2,1,2,2,3,,,,,,,,,,,,https://cataloniavotes.today/img/4872/85a2cf3a-98b7-4b8c-b4da-a2c9b70d63d1.jpg
4873,2503701001U,0,NOGUERA,1,3,108,128,20,8,24,14,8,1,,,,,,,,,,372,https://cataloniavotes.today/img/4873/c0ebae8a-8ff2-4727-8a3e-c86590dea366.jpg
4874,2504001001U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,729,https://cataloniavotes.today/img/4874/05bf320c-9100-4b5f-8356-1e8e28f81c6d.jpg
4875,2504001002U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,911,
4876,2504002001A,1,NOGUERA,,6,70,75,12,28,88,58,11,3,,1,1,,,,,,,597,https://cataloniavotes.today/img/4876/ccc56be8-940b-4659-aa43-7ba2cd6fc096.jpg
4877,2504002001B,1,NOGUERA,1,1,50,33,5,31,64,6,4,3,,,,,,,,,,277,https://cataloniavotes.today/img/4877/9042aaa5-cd8f-47cc-b1e1-d6c33279fe56.jpg
4878,2504003001A,0,NOGUERA,,,,,,,,,,,,,,,,,,,,992,https://cataloniavotes.today/img/4878/dfaedb95-2085-4347-b4e3-41258184e6d0.jpg
4879,2504003001B,0,NOGUERA,1,7,240,213,25,93,166,36,25,2,,,2,,,,,,,1050,https://cataloniavotes.today/img/4879/9d8e348f-78eb-4698-9da5-a8e297e4ccfe.jpg
4880,2504003002U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,822,https://cataloniavotes.today/img/4880/5dab0812-e8ee-479d-b1b3-5ab4b80774c1.jpg
4881,2504004001A,0,NOGUERA,2,2,128,176,24,53,57,25,6,2,,,,,,,,,,587,
4882,2504004001B,1,NOGUERA,4,2,128,221,21,45,57,21,15,1,,1,1,,,,,,,616,https://cataloniavotes.today/img/4882/fe9c6dbf-df24-43ed-aa7a-9dd32f103abc.jpg
4883,2504004002A,0,NOGUERA,2,4,105,139,15,49,75,17,8,,,,,,,,,,,529,https://cataloniavotes.today/img/4883/28988ea7-2503-4ead-ab90-fda572eaa839.jpg
4884,2504004002B,0,NOGUERA,5,2,149,143,23,54,74,21,20,1,,,,,,,,,,607,https://cataloniavotes.today/img/4884/421f32a7-40e4-4132-915d-d6805f50b0bd.jpg
4885,2504004003A,0,NOGUERA,2,1,172,139,19,41,56,12,19,4,,1,,,,,,,,565,
4886,2504004003B,1,NOGUERA,8,3,164,171,19,47,75,16,18,1,,2,,,,,,,,639,https://cataloniavotes.today/img/4886/18985681-b890-495b-ba6e-d6e2532f863c.jpg
4887,2504004004A,0,NOGUERA,2,3,173,232,32,46,83,22,19,3,,2,,,,,,,,737,https://cataloniavotes.today/img/4887/df5da726-403d-4672-8640-d9c2079afff8.jpg
4888,2504004004B,0,NOGUERA,5,3,226,287,49,59,99,32,35,4,,2,2,,,,,,,930,
4889,2504201001U,1,NOGUERA,2,4,41,77,13,10,12,11,2,2,,1,,,,,,,,207,https://cataloniavotes.today/img/4889/6cfd13ae-b316-4166-a538-2f906ec94580.jpg
4890,2504401001U,0,ALT URGELL,,1,39,73,7,4,27,9,4,,,1,,,,,,,,184,https://cataloniavotes.today/img/4890/43be94b8-81d6-4f1a-a7f8-7bab0bbe4eac.jpg
4891,2504701001A,0,NOGUERA,1,4,134,183,21,18,39,14,6,1,,1,,,,,,,,496,https://cataloniavotes.today/img/4891/1e269a10-ac0d-4557-9f6d-bbe29c372777.jpg
4892,2504701001B,0,NOGUERA,1,,135,185,33,24,32,15,9,2,,3,,,,,,,,501,https://cataloniavotes.today/img/4892/38870faa-047d-4f3c-8750-b3a8800f5446.jpg
4893,2504901001U,0,NOGUERA,5,,40,44,11,4,21,2,3,,,,,,,,,,,153,https://cataloniavotes.today/img/4893/ad450d56-1a22-4978-8f18-4f5ab547f03c.jpg
4894,2506001001U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,,
4895,2506201001U,0,NOGUERA,1,6,221,212,28,37,70,11,25,,,,1,,,,,,,725,
4896,2506901001U,1,NOGUERA,1,,134,144,12,19,17,15,4,,,1,,,,,,,,348,https://cataloniavotes.today/img/4896/ad10b2ce-aeb2-4357-9323-162a8403024d.jpg
4897,2507901001U,0,NOGUERA,,1,65,134,9,8,14,14,2,,,,1,,,,,,,293,https://cataloniavotes.today/img/4897/1289822f-1742-4cf2-b849-2f25e2a5abc9.jpg
4898,2509401001U,1,NOGUERA,,,26,72,4,3,11,6,1,,,,,,,,,,,141,https://cataloniavotes.today/imgs/4898/9ff5b492-acec-4b15-8351-6794a2d0ae96.jpg
4899,2511201001U,1,NOGUERA,1,2,43,81,36,16,32,18,4,1,,,,,,,,,,274,https://cataloniavotes.today/img/4899/cdc6da98-0a10-4448-93b4-8a7d9398f169.jpg
4900,2513401001U,1,NOGUERA,1,3,173,211,21,21,33,18,18,1,,,1,,,,,,,604,https://cataloniavotes.today/img/4900/b3d47f0f-cd52-49f7-b9c3-c6b906673b3a.jpg
4901,2513801001A,0,NOGUERA,2,2,98,121,11,20,40,17,3,1,,,2,,,,,,,364,https://cataloniavotes.today/img/4901/3d3682cc-bd7f-4478-833c-4077209223c3.jpg
4902,2513801001B,0,NOGUERA,,,,,,,,,,,,,,,,,,,,195,
4903,2515001001U,0,NOGUERA,2,,30,72,7,7,18,4,5,,,,,,,,,,,172,https://cataloniavotes.today/img/4903/c5cd67bc-4499-47f3-b0c9-8bb28c70e2d1.jpg
4904,2515601001A,1,NOGUERA,1,1,89,131,16,13,18,7,9,,,,,,,,,,,328,https://cataloniavotes.today/img/4904/9d2c6555-871f-4bf4-8b7a-d7581a9c3245.jpg
4905,2515601001B,1,NOGUERA,1,2,122,119,18,24,64,13,14,3,,,,,,,,,,456,https://cataloniavotes.today/img/4905/1ae311e9-7ab1-415a-921c-3eb3a24e03bb.jpg
4906,2516401001U,0,NOGUERA,2,4,77,143,6,11,22,14,6,1,,1,,,,,,,,364,https://cataloniavotes.today/img/4906/38439227-5d3d-40e8-b790-49aa31191541.jpg
4907,2517201001U,0,NOGUERA,10,3,211,244,25,24,41,25,8,,,1,,,,,,,,709,
4908,2517201002A,1,NOGUERA,4,4,173,186,21,21,53,25,8,,,,,,,,,,,578,https://cataloniavotes.today/imgs/4908/a7377b26-f402-4f3d-8b6e-4118eb9874b6.jpg
4909,2517201002B,1,NOGUERA,2,,119,199,17,20,51,22,5,2,,,,,,,,,,519,https://cataloniavotes.today/imgs/4909/3af57223-3e22-452d-b6d2-42725a7a91fc.jpg
4910,2517701001U,0,NOGUERA,3,1,95,90,19,25,35,14,8,,,,,,,,,,,360,https://cataloniavotes.today/img/4910/1695469e-9948-4c44-816e-cc9166a02105.jpg
4911,2503501001U,1,NOGUERA,1,1,94,112,20,18,42,14,12,,,3,,,,,,,,379,https://cataloniavotes.today/img/4911/5bcfca4f-cf89-4fcc-92b7-dea2148238c5.jpg
4912,2522001001A,0,NOGUERA,4,,131,192,10,21,35,27,7,1,,,,,,,,,,508,https://cataloniavotes.today/img/4912/4e9a16b9-7c95-4b1b-ab74-7fcc28bf7aa9.jpg
4913,2522001001B,0,NOGUERA,1,1,142,190,23,20,22,29,9,2,,1,,,,,,,,503,https://cataloniavotes.today/img/4913/8690429c-0af0-4e6e-b870-562d3d489d74.jpg
4914,2522201001U,0,NOGUERA,,,,,,,,,,,,,,,,,,,,71,
4915,2523101001U,0,NOGUERA,,1,176,149,15,19,40,16,10,2,,1,,,,,,,,494,https://cataloniavotes.today/img/4915/aa1f4015-4878-490b-8a77-3f1aa1642477.jpg
4916,2524001001A,0,NOGUERA,4,5,245,199,23,59,65,40,23,1,,2,,,,,,,,780,https://cataloniavotes.today/img/4916/01a3351c-c96e-4f9e-8042-c4d205741ded.jpg
4917,2524001001B,0,NOGUERA,,,58,63,8,12,43,16,5,1,,1,,,,,,,,232,https://cataloniavotes.today/img/4917/8b8c707c-da6f-4205-9255-1918aa6c47fb.jpg
4918,2524001001C,0,NOGUERA,,,76,108,12,33,61,14,7,1,,,1,,,,,,,369,
